"y" "treat" "age" "south" "male" "college"
"127" 2 FALSE 8.6 0 0 1
"131" 3 FALSE 3.3 0 0 0
"133" 2 FALSE 3.1 0 1 0
"134" 3 FALSE 6.3 0 1 1
"135" 4 TRUE 5.5 0 0 0
"136" 2 FALSE 4.2 0 0 0
"137" 2 FALSE 2.5 0 0 1
"138" 3 FALSE 5.7 0 1 0
"140" 3 TRUE 8.3 0 1 1
"145" 3 TRUE 3.1 0 0 1
"148" 4 TRUE 6.5 1 0 1
"149" 3 TRUE 2.1 1 1 0
"153" 4 TRUE 7.6 0 0 0
"156" 2 FALSE 2.6 1 0 1
"158" 3 TRUE 7.9 0 0 0
"159" 2 FALSE 3.2 1 1 1
"160" 2 TRUE 2.9 1 0 0
"161" 2 FALSE 7.8 0 0 1
"162" 2 FALSE 3.2 0 1 0
"167" 3 FALSE 8.2 0 0 0
"169" 4 TRUE 3.6 0 0 1
"171" 4 TRUE 6.3 0 0 0
"173" 3 FALSE 3.6 0 0 1
"175" 2 FALSE 4.5 0 0 0
"177" 3 FALSE 2.9 0 0 0
"178" 3 FALSE 4.1 0 1 1
"179" 3 TRUE 3.1 0 0 0
"180" 3 FALSE 5 0 1 0
"181" 4 TRUE 5.4 0 1 0
"182" 2 TRUE 5.6 0 0 0
"183" 4 TRUE 4.9 0 0 0
"184" 1 FALSE 4.2 1 0 0
"185" 3 FALSE 4.1 1 0 0
"186" 2 FALSE 4.4 1 0 1
"187" 3 FALSE 7.1 1 1 1
"188" 3 FALSE 5 0 0 0
"189" 3 FALSE 3.3 0 0 1
"190" 2 FALSE 2.5 1 0 1
"191" 1 TRUE 3.9 1 0 1
"193" 2 TRUE 3.5 1 1 0
"197" 3 FALSE 2.1 0 0 1
"198" 2 TRUE 3.9 0 1 0
"199" 2 FALSE 3.2 0 1 1
"200" 2 FALSE 3.9 0 1 0
"202" 2 FALSE 5 0 0 1
"205" 3 FALSE 5.3 0 0 0
"207" 2 FALSE 1.9 0 1 0
"208" 3 FALSE 6 0 0 1
"209" 1 TRUE 4.4 0 1 1
"210" 2 FALSE 2.6 0 1 1
"211" 2 FALSE 3.8 0 0 1
"213" 3 TRUE 3.5 1 0 1
"217" 2 FALSE 3.3 0 1 0
"219" 3 FALSE 5.4 1 0 0
"220" 3 TRUE 8.9 1 0 0
"222" 4 TRUE 6.9 1 0 0
"226" 1 FALSE 8.2 0 0 0
"228" 2 FALSE 2.7 0 1 1
"231" 2 FALSE 2.4 0 0 1
"232" 3 TRUE 5 0 1 1
"234" 2 FALSE 5.6 0 0 0
"238" 4 TRUE 3.5 0 1 0
"239" 1 FALSE 2 0 0 1
"240" 2 FALSE 4.5 0 1 1
"241" 3 FALSE 3.5 0 1 0
"242" 1 FALSE 3.1 0 0 1
"244" 3 TRUE 2.7 0 1 0
"245" 1 FALSE 3.4 1 0 1
"247" 1 FALSE 4.6 1 1 0
"250" 3 TRUE 6.2 1 0 1
"253" 2 FALSE 2.2 1 0 0
"254" 3 FALSE 2.6 1 1 1
"255" 2 TRUE 7.4 1 0 1
"256" 1 FALSE 3.9 1 1 1
"260" 1 FALSE 3.1 0 1 1
"261" 2 FALSE 6.6 0 0 0
"262" 2 TRUE 4.2 0 1 1
"264" 1 FALSE 1.9 0 1 0
"265" 3 TRUE 7.2 0 0 0
"268" 3 TRUE 1.9 0 1 0
"269" 2 TRUE 4.1 0 1 1
"271" 2 FALSE 7.6 0 0 0
"272" 3 TRUE 1.9 0 0 0
"276" 1 TRUE 3.8 0 0 1
"277" 2 TRUE 2.1 0 1 0
"281" 2 TRUE 2.2 1 1 1
"284" 2 TRUE 2.3 1 1 1
"286" 3 TRUE 3.2 0 1 0
"287" 2 TRUE 2.9 0 0 1
"288" 2 FALSE 2.7 0 0 1
"289" 3 TRUE 3 1 0 0
"290" 2 FALSE 7.6 1 1 0
"293" 3 FALSE 6.9 0 0 0
"296" 2 FALSE 5.2 0 0 1
"297" 3 FALSE 6.8 0 0 0
"302" 2 TRUE 3.5 0 0 0
"303" 2 FALSE 2.8 0 0 1
"304" 2 FALSE 2.9 0 0 1
"306" 1 FALSE 3.9 0 0 1
"308" 3 TRUE 5 0 0 0
"310" 2 TRUE 4.8 0 0 1
"312" 1 FALSE 7.8 0 0 0
"318" 3 FALSE 4.5 0 1 1
"322" 1 FALSE 6.5 1 1 1
"323" 1 TRUE 3 0 0 1
"325" 2 TRUE 3.1 0 1 0
"326" 0 TRUE 6.6 0 1 1
"329" 2 TRUE 4.9 0 0 1
"334" 2 FALSE 5.5 0 0 0
"335" 3 TRUE 2.7 0 1 1
"336" 2 TRUE 4.2 0 1 1
"337" 2 TRUE 4.7 0 1 1
"338" 3 FALSE 4.6 0 0 1
"339" 3 TRUE 4.2 0 0 1
"340" 4 TRUE 3.7 0 0 1
"341" 4 TRUE 6.4 1 1 0
"343" 4 TRUE 3.4 0 0 0
"344" 1 TRUE 2.5 0 0 1
"345" 3 FALSE 5.4 0 1 0
"346" 4 TRUE 5.4 0 0 0
"347" 1 TRUE 5.9 1 0 0
"348" 1 FALSE 3.4 1 0 1
"349" 2 FALSE 4.1 1 0 0
"350" 1 FALSE 4.1 0 0 1
"351" 2 FALSE 3.7 0 0 1
"352" 4 TRUE 5.2 0 0 0
"353" 3 TRUE 4.2 0 1 0
"355" 3 FALSE 3.2 0 0 0
"358" 3 TRUE 2.9 0 1 1
"360" 3 FALSE 6.7 0 0 1
"361" 4 TRUE 6.2 0 0 0
"366" 3 FALSE 4.4 0 0 0
"367" 3 FALSE 2.4 0 0 1
"368" 3 FALSE 2.8 0 0 1
"369" 2 TRUE 2.5 0 0 0
"371" 4 TRUE 4.9 0 1 1
"376" 2 TRUE 2.8 0 0 1
"377" 4 TRUE 7.4 1 0 0
"378" 1 FALSE 6.5 1 0 1
"382" 3 TRUE 3.5 1 0 0
"383" 3 TRUE 4.9 1 0 1
"384" 3 FALSE 3.1 1 1 1
"386" 2 FALSE 7.4 0 0 0
"388" 2 FALSE 3 0 1 1
"390" 1 FALSE 3.7 0 0 1
"391" 2 FALSE 4.4 0 0 1
"392" 4 TRUE 3.1 0 1 0
"396" 2 FALSE 3.3 0 0 1
"398" 2 FALSE 6.9 0 0 1
"400" 3 FALSE 4.3 0 1 1
"401" 1 FALSE 4.2 0 0 1
"402" 3 TRUE 2.9 0 1 1
"403" 3 FALSE 4.6 0 1 1
"406" 3 FALSE 5.3 0 1 1
"407" 2 FALSE 5 0 0 0
"408" 2 FALSE 4.1 1 1 1
"409" 1 TRUE 2 1 1 1
"412" 2 TRUE 2.4 0 1 0
"413" 2 TRUE 3.1 0 0 0
"415" 2 TRUE 5.4 1 0 0
"416" 1 TRUE 4.2 1 1 1
"417" 1 FALSE 3.7 1 1 1
"419" 1 TRUE 3.3 0 1 1
"420" 1 TRUE 2.9 1 1 1
"421" 4 TRUE 3 0 0 0
"423" 1 TRUE 6.2 0 0 0
"424" 3 TRUE 3.9 0 1 0
"426" 3 FALSE 3.5 0 0 1
"427" 3 FALSE 2.9 0 0 1
"428" 3 FALSE 3 0 0 0
"429" 3 FALSE 6 0 0 1
"430" 2 FALSE 2.8 0 1 1
"431" 2 TRUE 3.9 0 1 0
"432" 3 TRUE 5.1 0 0 1
"434" 1 TRUE 5.1 0 1 1
"436" 3 TRUE 4.1 0 0 1
"439" 1 FALSE 3.1 0 0 1
"443" 3 TRUE 3.6 1 1 0
"444" 3 TRUE 3.8 1 0 0
"445" 2 FALSE 7.5 1 1 1
"446" 2 TRUE 4.4 0 0 1
"447" 3 TRUE 4.1 0 1 0
"448" 3 TRUE 5 0 0 1
"449" 3 FALSE 5.6 0 0 0
"450" 1 FALSE 2.9 1 0 1
"453" 4 TRUE 3.2 1 1 1
"456" 3 TRUE 6.9 1 1 1
"457" 3 TRUE 3.3 0 1 1
"460" 1 FALSE 6.2 1 1 1
"461" 2 TRUE 3.7 0 1 1
"466" 2 FALSE 3 0 0 0
"468" 2 FALSE 2.1 0 0 1
"470" 2 TRUE 2.6 0 0 0
"472" 4 TRUE 2.7 0 0 0
"473" 1 TRUE 3 0 1 1
"474" 3 TRUE 4.7 0 0 1
"478" 3 TRUE 5.3 0 1 0
"480" 3 FALSE 3.3 0 0 0
"481" 2 FALSE 6.8 0 1 0
"482" 2 TRUE 3.1 0 1 0
"483" 2 TRUE 9.4 0 1 0
"485" 1 TRUE 3.8 0 1 0
"489" 3 FALSE 2.2 1 0 1
"490" 2 TRUE 2.4 1 0 0
"491" 1 FALSE 3.7 1 0 1
"493" 3 TRUE 6.8 0 1 0
"494" 1 FALSE 5.2 0 0 1
"495" 3 FALSE 2.6 1 0 1
"498" 1 FALSE 3.3 1 1 1
"503" 3 FALSE 2.5 0 1 0
"507" 4 TRUE 2.6 0 1 0
"508" 3 TRUE 3.7 0 0 0
"510" 3 TRUE 5.9 0 0 0
"518" 2 TRUE 5.8 1 0 1
"521" 2 TRUE 4.3 0 1 1
"522" 1 FALSE 5.8 1 0 1
"525" 1 FALSE 6.8 1 1 1
"526" 2 TRUE 2.4 0 1 1
"528" 2 FALSE 4.8 1 1 1
"529" 2 TRUE 2.2 0 1 0
"530" 2 TRUE 6.5 0 0 1
"531" 2 TRUE 4.2 0 0 1
"533" 2 FALSE 3.4 0 1 1
"534" 2 TRUE 3.8 0 1 1
"535" 2 FALSE 6.5 0 1 0
"536" 3 FALSE 4.5 0 1 0
"537" 3 FALSE 5.1 0 0 1
"539" 2 FALSE 4.9 0 1 1
"540" 2 TRUE 2.8 0 0 1
"542" 4 TRUE 2.6 0 1 1
"543" 3 FALSE 3.2 0 1 1
"544" 3 TRUE 3.2 0 0 1
"545" 1 FALSE 5 0 0 0
"547" 1 TRUE 3 0 1 1
"552" 2 FALSE 4.8 1 0 0
"553" 3 TRUE 3.4 1 1 0
"554" 3 TRUE 4.3 0 0 0
"556" 1 FALSE 3.4 1 1 1
"557" 2 FALSE 4 1 1 0
"558" 4 TRUE 4.6 1 0 0
"562" 4 TRUE 4.3 0 1 1
"565" 4 TRUE 5.3 0 0 0
"566" 2 FALSE 3.9 0 0 1
"569" 2 FALSE 4.4 0 1 1
"570" 3 TRUE 4.6 0 0 1
"572" 1 FALSE 7.5 0 0 1
"577" 2 TRUE 1.8 0 1 0
"578" 2 TRUE 4.1 0 0 1
"584" 4 TRUE 7.8 1 1 0
"587" 2 TRUE 3.1 0 1 0
"589" 1 FALSE 6.3 1 1 0
"590" 2 TRUE 3.9 1 1 1
"591" 2 FALSE 4.3 1 0 1
"596" 3 FALSE 3.3 0 1 0
"597" 0 FALSE 2.6 0 1 1
"599" 2 TRUE 4.3 0 1 1
"601" 2 FALSE 2.2 0 1 0
"605" 2 FALSE 4 0 0 1
"606" 3 FALSE 2.8 0 0 1
"607" 3 TRUE 3.6 0 0 0
"608" 3 FALSE 8.8 0 0 0
"610" 3 TRUE 3.4 0 0 1
"611" 1 FALSE 4.9 0 0 1
"613" 2 FALSE 5 0 0 0
"614" 2 TRUE 3 0 0 0
"617" 3 TRUE 5.6 0 0 1
"622" 1 FALSE 1.9 1 1 0
"624" 1 FALSE 1.9 1 1 1
"625" 4 TRUE 8.3 0 0 0
"629" 2 TRUE 2.8 0 0 0
"632" 3 FALSE 4.9 0 0 0
"633" 1 FALSE 4 0 0 1
"637" 2 TRUE 4.2 0 1 1
"640" 2 FALSE 3.4 0 0 0
"641" 2 TRUE 5.4 0 1 1
"644" 1 FALSE 3.8 0 0 0
"645" 3 TRUE 4.7 0 1 1
"646" 3 FALSE 6.3 1 0 0
"647" 2 FALSE 2.9 1 1 1
"648" 1 FALSE 2.4 1 1 1
"649" 4 TRUE 2.3 1 0 1
"651" 2 FALSE 6.7 0 1 0
"652" 1 TRUE 3.6 0 0 0
"653" 2 TRUE 2.2 1 1 1
"654" 3 FALSE 3.9 1 1 0
"655" 2 FALSE 4.6 1 1 1
"662" 1 FALSE 5.3 0 1 0
"664" 3 FALSE 5.5 0 0 0
"665" 2 FALSE 3.1 0 0 0
"669" 4 TRUE 7.8 0 0 0
"671" 1 FALSE 2.9 0 0 1
"672" 2 FALSE 2 0 1 1
"673" 2 FALSE 3 0 0 1
"675" 1 FALSE 3.7 0 0 1
"677" 3 TRUE 2.7 0 0 1
"680" 2 FALSE 3.5 1 1 1
"682" 3 FALSE 5.3 1 0 1
"683" 1 FALSE 3 1 0 0
"685" 2 FALSE 7 1 0 0
"686" 2 FALSE 6.3 1 0 0
"692" 2 TRUE 2.4 0 0 1
"693" 3 TRUE 2.4 0 1 1
"696" 3 FALSE 2.7 0 0 0
"698" 2 TRUE 4.3 0 0 1
"699" 3 FALSE 4.1 0 1 1
"700" 3 FALSE 3.3 0 1 0
"701" 2 FALSE 3.4 0 0 1
"702" 2 TRUE 6.9 0 0 1
"703" 1 TRUE 3.3 0 0 1
"704" 3 FALSE 2.7 0 0 0
"705" 3 TRUE 7.2 0 1 0
"706" 2 FALSE 3.2 0 0 1
"709" 4 TRUE 6.3 0 0 1
"710" 1 TRUE 5.1 0 1 1
"712" 4 TRUE 2.4 0 0 1
"715" 3 TRUE 7.1 1 0 1
"718" 1 FALSE 2.2 1 0 1
"720" 2 FALSE 4.4 1 1 1
"721" 1 TRUE 5.8 1 0 1
"722" 1 FALSE 3 1 1 1
"723" 3 TRUE 3.8 0 1 1
"724" 3 FALSE 3.3 0 1 0
"725" 1 FALSE 2.8 0 0 1
"726" 2 FALSE 6 0 1 1
"727" 1 FALSE 5.4 0 0 1
"729" 3 TRUE 3.6 0 1 0
"731" 0 FALSE 2.9 0 1 1
"734" 3 TRUE 6.8 0 1 0
"735" 3 FALSE 2.3 0 1 1
"736" 1 FALSE 3.4 0 0 1
"737" 2 TRUE 8.1 0 0 0
"739" 3 TRUE 4.4 0 0 0
"740" 2 TRUE 2.4 0 1 1
"741" 1 TRUE 3.1 0 0 1
"742" 1 TRUE 6.9 0 1 1
"746" 2 TRUE 3.2 0 1 1
"747" 1 FALSE 2.7 0 0 1
"749" 3 FALSE 3.4 1 0 1
"751" 2 FALSE 4.2 1 1 1
"752" 2 FALSE 6.7 1 0 0
"753" 3 TRUE 2.7 1 0 1
"754" 1 FALSE 4.5 1 0 1
"755" 3 FALSE 4.4 1 0 1
"756" 3 FALSE 6.6 1 1 0
"758" 3 FALSE 4.7 0 0 0
"764" 3 FALSE 5.7 0 0 1
"766" 2 FALSE 3.5 0 1 0
"767" 2 FALSE 2.9 0 0 1
"768" 2 FALSE 1.8 0 1 0
"771" 2 TRUE 2.2 0 0 1
"772" 2 TRUE 6.6 0 0 0
"773" 4 TRUE 7.5 0 0 1
"775" 1 FALSE 4.1 0 0 1
"777" 1 FALSE 4.3 0 0 1
"781" 3 TRUE 2.9 1 0 1
"782" 3 FALSE 3.7 0 1 1
"783" 2 FALSE 5.1 0 0 0
"784" 4 TRUE 3.2 0 0 0
"785" 2 FALSE 4.1 1 1 1
"789" 3 FALSE 4.7 0 0 1
"791" 3 TRUE 7.8 0 1 1
"795" 1 FALSE 6 0 1 1
"797" 2 TRUE 7.3 0 1 0
"798" 2 TRUE 3.7 0 0 1
"799" 2 FALSE 1.9 0 0 1
"800" 1 FALSE 8 0 0 1
"801" 2 TRUE 4.3 0 0 1
"802" 2 TRUE 3.1 0 1 0
"803" 2 TRUE 6.7 0 1 1
"804" 1 TRUE 3 0 1 1
"806" 4 TRUE 4.1 0 0 1
"809" 3 FALSE 4 1 1 1
"810" 2 FALSE 4.2 1 1 1
"813" 2 FALSE 2.5 0 1 1
"817" 1 FALSE 3.3 1 0 0
"818" 3 TRUE 4.1 1 0 1
"819" 3 TRUE 3.1 0 0 1
"821" 4 TRUE 5.8 1 0 1
"823" 4 TRUE 8.1 0 0 0
"825" 3 TRUE 3.6 0 0 1
"826" 3 TRUE 2.7 0 1 1
"827" 2 FALSE 8.3 0 0 1
"828" 3 TRUE 4.5 0 1 1
"830" 3 TRUE 6.4 0 0 0
"832" 2 FALSE 3 0 0 0
"833" 2 FALSE 3.6 0 1 1
"834" 1 TRUE 7.6 0 0 0
"835" 4 TRUE 3.7 0 1 1
"836" 3 FALSE 6.6 0 1 0
"837" 2 TRUE 6.1 0 0 0
"840" 2 FALSE 7 0 0 1
"846" 3 TRUE 4.8 1 0 1
"849" 3 FALSE 2 0 1 0
"851" 1 FALSE 2.8 0 1 1
"853" 2 FALSE 2 1 0 0
"854" 2 TRUE 1.8 1 1 0
"855" 3 FALSE 4.4 0 1 1
"856" 3 FALSE 5.8 0 0 0
"857" 3 FALSE 4.3 0 0 0
"859" 2 TRUE 4.3 0 0 1
"860" 2 FALSE 2.1 0 1 1
"861" 1 FALSE 4.9 0 1 1
"862" 1 FALSE 2.8 0 0 0
"863" 3 TRUE 2.9 0 1 0
"865" 2 TRUE 4.7 0 1 0
"866" 4 TRUE 4.1 0 1 1
"867" 3 FALSE 6.9 0 1 0
"869" 1 FALSE 3.5 0 0 1
"870" 2 FALSE 7 0 0 0
"871" 3 FALSE 6.6 0 0 0
"872" 2 FALSE 2.8 0 1 1
"875" 4 TRUE 4.4 1 0 1
"876" 4 TRUE 2.6 1 0 0
"877" 3 TRUE 1.9 1 1 1
"880" 2 FALSE 4.7 0 1 1
"881" 2 TRUE 6.2 1 0 1
"882" 4 TRUE 6.8 1 0 0
"883" 1 TRUE 7 1 1 1
"884" 3 FALSE 4.3 1 0 1
"885" 2 FALSE 4 1 1 1
"886" 2 FALSE 4.9 1 0 1
"887" 2 FALSE 2.4 1 1 0
"888" 2 FALSE 4 1 0 0
"891" 2 FALSE 3.8 1 0 1
"892" 2 TRUE 3.2 0 0 1
"893" 3 FALSE 5.6 0 0 1
"895" 3 FALSE 4.1 0 0 1
"896" 2 FALSE 3.4 0 1 1
"897" 3 TRUE 4.7 0 1 1
"899" 2 TRUE 3.7 0 1 1
"900" 3 FALSE 3.1 0 1 0
"903" 3 TRUE 4.5 0 0 0
"904" 1 FALSE 4 0 0 1
"906" 1 TRUE 4 0 1 1
"908" 3 FALSE 3.8 0 0 1
"911" 1 TRUE 2.8 0 1 1
"913" 3 FALSE 3.8 0 1 1
"915" 1 TRUE 6 1 1 1
"918" 3 TRUE 2.3 1 1 0
"919" 2 TRUE 5.1 1 0 1
"920" 3 TRUE 4.2 1 0 0
"923" 3 FALSE 3.9 0 0 0
"925" 2 FALSE 4.1 0 0 1
"929" 3 TRUE 1.9 0 0 0
"930" 3 TRUE 3.1 0 0 0
"932" 3 FALSE 3.9 0 0 1
"934" 2 TRUE 5.5 0 1 0
"935" 3 FALSE 2.1 0 0 1
"936" 3 TRUE 5 0 0 1
"937" 1 TRUE 4.8 0 1 0
"940" 3 TRUE 3 0 0 1
"942" 2 FALSE 4 1 1 0
"943" 3 FALSE 2.3 1 0 1
"944" 2 FALSE 2.8 0 1 0
"946" 3 FALSE 2.4 0 0 1
"947" 1 TRUE 4.2 0 1 1
"950" 3 TRUE 3.5 1 0 1
"951" 1 FALSE 7.9 1 1 0
"955" 4 TRUE 5.7 0 0 0
"956" 3 TRUE 4.8 0 0 1
"958" 4 TRUE 5 0 1 1
"960" 3 FALSE 4.2 0 0 1
"961" 3 FALSE 2.7 0 0 0
"963" 3 TRUE 4.7 0 1 0
"964" 2 FALSE 4.4 0 0 0
"965" 2 TRUE 2.4 0 1 1
"969" 3 FALSE 3.1 0 1 1
"970" 2 FALSE 3.7 0 0 1
"971" 2 FALSE 5.2 0 1 1
"976" 1 TRUE 4.8 1 1 1
"978" 3 FALSE 3.3 1 1 0
"979" 3 FALSE 3.7 0 1 1
"980" 4 TRUE 2.7 0 0 0
"985" 1 FALSE 6 0 0 1
"987" 1 FALSE 4.6 0 0 1
"988" 0 TRUE 8.4 0 0 0
"991" 3 TRUE 5.2 0 0 0
"992" 3 FALSE 4.8 0 0 0
"993" 2 TRUE 3.5 0 0 0
"994" 2 FALSE 2.6 0 1 1
"997" 3 TRUE 4.9 0 0 1
"999" 1 FALSE 6.6 0 1 1
"1002" 1 FALSE 4.1 0 1 1
"1004" 3 FALSE 5.6 0 1 1
"1005" 2 FALSE 3.7 0 0 0
"1009" 4 TRUE 3.4 1 0 0
"1011" 3 TRUE 7 0 0 0
"1014" 0 FALSE 6.4 1 1 0
"1018" 1 FALSE 7.6 1 1 1
"1020" 4 TRUE 6.7 0 0 0
"1023" 3 FALSE 6.7 0 0 0
"1025" 4 TRUE 6 0 0 0
"1026" 3 TRUE 3.1 0 1 1
"1027" 2 FALSE 3.2 0 0 0
"1033" 2 TRUE 4.9 0 1 1
"1037" 2 FALSE 3.8 1 1 1
"1038" 2 FALSE 2.7 0 1 0
"1040" 4 TRUE 3.9 0 1 1
"1043" 4 TRUE 3.3 1 1 0
"1047" 2 FALSE 4.2 0 1 1
"1049" 4 TRUE 5.3 0 1 1
"1055" 3 TRUE 2.3 0 1 0
"1057" 1 TRUE 2.7 0 1 1
"1059" 1 FALSE 3.3 0 1 1
"1060" 3 FALSE 3.9 0 0 0
"1061" 2 TRUE 5.5 0 1 1
"1065" 4 TRUE 5.5 0 1 0
"1071" 2 FALSE 2.8 1 0 1
"1073" 4 TRUE 4.3 0 0 0
"1079" 2 FALSE 3.9 1 1 1
"1080" 2 FALSE 3.8 1 0 1
"1081" 2 TRUE 5 0 1 1
"1083" 3 TRUE 5.9 0 0 1
"1085" 4 TRUE 3.6 0 1 0
"1087" 2 TRUE 5.1 0 0 0
"1088" 1 FALSE 3.1 0 0 1
"1089" 2 TRUE 3.7 0 0 1
"1093" 3 FALSE 3.5 0 0 0
"1094" 1 FALSE 2.8 0 0 0
"1095" 3 TRUE 2.2 0 0 1
"1096" 2 FALSE 3 0 1 0
"1098" 3 TRUE 4 0 0 0
"1100" 2 TRUE 6.8 1 1 1
"1104" 3 FALSE 4.2 1 0 1
"1107" 4 TRUE 2.6 1 0 0
"1109" 3 TRUE 3.3 0 0 0
"1110" 3 FALSE 3.9 0 1 1
"1112" 3 FALSE 5.5 0 0 0
"1116" 1 TRUE 5.3 0 1 1
"1118" 3 TRUE 4.7 0 1 1
"1119" 3 FALSE 3.2 0 0 0
"1120" 3 TRUE 4.5 0 0 0
"1121" 2 FALSE 6.9 0 1 0
"1124" 1 FALSE 4.2 0 1 1
"1125" 2 TRUE 4.7 0 1 0
"1126" 3 FALSE 3.1 0 1 1
"1127" 2 FALSE 4 0 0 0
"1129" 1 TRUE 3.9 0 0 1
"1131" 2 TRUE 3.6 1 0 1
"1132" 3 TRUE 2.8 1 1 1
"1133" 1 FALSE 1.9 1 0 0
"1134" 3 FALSE 2.7 1 0 1
"1135" 4 TRUE 5 0 0 0
"1136" 4 TRUE 4.4 1 0 1
"1137" 1 TRUE 3.5 1 0 1
"1139" 2 TRUE 3.5 1 0 0
"1141" 3 FALSE 2.8 0 0 1
"1142" 3 TRUE 5.3 0 0 1
"1144" 4 TRUE 1.8 1 0 0
"1145" 2 TRUE 4 0 1 1
"1146" 3 FALSE 5.4 0 0 1
"1148" 3 TRUE 2.8 0 0 1
"1149" 4 TRUE 4.1 0 0 1
"1151" 2 TRUE 3.5 0 0 1
"1153" 4 TRUE 7.7 0 1 0
"1154" 4 TRUE 3.3 0 0 0
"1156" 3 FALSE 2.8 0 1 1
"1157" 2 FALSE 2.7 0 1 1
"1159" 2 FALSE 3.3 0 1 1
"1165" 2 FALSE 3.6 1 0 1
"1166" 4 TRUE 3.1 1 0 1
"1168" 4 TRUE 3.9 1 0 0
"1170" 1 FALSE 2 1 0 1
"1174" 2 FALSE 7.2 0 0 0
"1177" 2 TRUE 6.8 0 0 1
"1181" 3 TRUE 3.4 0 1 1
"1182" 1 TRUE 2.7 0 0 1
"1184" 1 FALSE 5.1 0 1 0
"1187" 3 FALSE 4.9 0 0 1
"1189" 4 TRUE 7.3 0 0 0
"1191" 0 FALSE 3.5 0 1 1
"1192" 2 FALSE 3.7 0 1 0
"1193" 3 FALSE 4 0 0 0
"1195" 2 TRUE 2.3 0 1 1
"1198" 2 FALSE 3.5 1 0 1
"1201" 2 FALSE 4 1 0 1
"1202" 1 TRUE 4.6 1 0 0
"1204" 3 TRUE 4.3 1 1 1
"1208" 3 FALSE 3.5 0 0 1
"1210" 4 TRUE 3.7 0 1 1
"1212" 3 FALSE 5.2 0 0 0
"1213" 1 FALSE 4.8 0 1 0
"1214" 3 TRUE 2.7 0 0 0
"1215" 3 FALSE 6.7 0 0 1
"1218" 2 TRUE 3.9 0 1 1
"1219" 3 TRUE 3.1 0 1 0
"1223" 3 FALSE 3.7 0 0 0
"1225" 2 FALSE 3.2 0 1 0
"1229" 3 FALSE 3 0 1 0
"1230" 2 FALSE 3.3 0 0 1
"1231" 3 FALSE 2.5 0 1 1
"1232" 3 FALSE 2.9 0 1 0
"1234" 1 TRUE 4.7 1 0 1
"1236" 3 TRUE 4.8 1 0 0
"1241" 4 TRUE 6.4 1 0 0
"1246" 2 FALSE 4.3 0 1 1
"1247" 3 FALSE 7 0 0 0
"1248" 3 FALSE 3.1 0 0 1
"1249" 1 TRUE 3.9 0 1 1
